txn_id,date,description,amount,account_type
444,2025-11-23,AMAZON MKTPLACE,-11.54,Checking
445,2025-03-10,APARTMENT RENT,-30.72,Checking
446,2025-05-07,NETFLIX.COM,-31.71,Checking
447,2025-07-02,AMAZON MKTPLACE,-85.11,Credit Card
448,2025-01-30,DUNKIN DONUTS STORE 44,-79.63,Credit Card
449,2025-03-22,STARBUCKS COFFEE #123,-53.44,Credit Card
450,2025-05-16,DUNKIN DONUTS STORE 44,-43.16,Credit Card
451,2025-06-30,APARTMENT RENT,-40.25,Checking
452,2025-08-06,WALMART GROCERY,-90.57,Checking
453,2025-02-16,AMAZON MKTPLACE,-86.91,Credit Card
454,2025-09-29,SALARY DEPOSIT,-44.19,Checking
455,2025-12-12,APARTMENT RENT,-98.35,Checking
456,2025-12-13,DUNKIN DONUTS STORE 44,-28.76,Checking
457,2025-01-26,DUNKIN DONUTS STORE 44,-86.9,Checking
458,2025-04-03,APARTMENT RENT,-23.72,Checking
459,2025-01-26,SALARY DEPOSIT,-12.41,Checking
460,2025-12-27,NETFLIX.COM,-81.19,Credit Card
461,2025-05-07,SALARY DEPOSIT,-44.66,Checking
462,2025-07-09,DUNKIN DONUTS STORE 44,-53.52,Credit Card
463,2025-12-11,WALMART GROCERY,-11.26,Checking
464,2025-09-23,WALMART GROCERY,-78.31,Checking
465,2025-05-30,APARTMENT RENT,-7.2,Credit Card
466,2025-12-19,APARTMENT RENT,-73.63,Checking
467,2025-04-15,APARTMENT RENT,-92.87,Credit Card
468,2025-02-03,WALMART GROCERY,-83.82,Credit Card
469,2025-01-30,SALARY DEPOSIT,-6.25,Credit Card
470,2025-12-27,NETFLIX.COM,-17.13,Credit Card
471,2025-11-16,AMAZON MKTPLACE,-17.99,Credit Card
472,2025-09-10,AMAZON MKTPLACE,-86.38,Credit Card
473,2025-06-28,STARBUCKS COFFEE #123,-87.74,Checking
474,2025-08-08,NETFLIX.COM,-86.71,Credit Card
475,2025-11-20,SALARY DEPOSIT,-42.25,Checking
476,2025-03-29,APARTMENT RENT,-7.51,Checking
477,2025-09-23,STARBUCKS COFFEE #123,-32.94,Credit Card
478,2025-07-12,NETFLIX.COM,-93.06,Credit Card
479,2025-04-17,AMAZON MKTPLACE,-9.08,Credit Card
480,2025-03-13,STARBUCKS COFFEE #123,-87.59,Credit Card
481,2025-10-30,STARBUCKS COFFEE #123,-73.01,Credit Card
482,2025-08-28,APARTMENT RENT,-98.69,Credit Card
483,2025-05-22,SALARY DEPOSIT,-63.99,Credit Card
484,2025-06-10,APARTMENT RENT,-44.43,Checking
485,2025-12-24,SALARY DEPOSIT,-58.37,Checking
486,2025-01-30,NETFLIX.COM,-36.4,Credit Card
487,2025-03-20,APARTMENT RENT,-14.05,Checking
488,2025-02-02,SALARY DEPOSIT,-24.6,Checking
489,2025-10-10,NETFLIX.COM,-62.39,Credit Card
490,2025-05-13,SALARY DEPOSIT,-49.82,Checking
491,2025-10-01,NETFLIX.COM,-44.31,Credit Card
492,2025-09-09,SALARY DEPOSIT,-91.64,Credit Card
493,2025-02-01,SALARY DEPOSIT,-97.47,Checking
494,2025-04-01,WALMART GROCERY,-70.89,Credit Card
495,2025-09-10,WALMART GROCERY,-74.54,Credit Card
496,2025-10-28,APARTMENT RENT,-57.65,Credit Card
497,2025-05-21,APARTMENT RENT,-22.3,Credit Card
498,2025-07-26,NETFLIX.COM,-26.14,Checking
499,2025-09-24,WALMART GROCERY,-57.58,Checking
500,2025-05-03,WALMART GROCERY,-97.12,Credit Card
501,2025-06-07,APARTMENT RENT,-68.43,Credit Card
502,2025-03-20,SALARY DEPOSIT,-68.78,Checking
503,2025-12-21,DUNKIN DONUTS STORE 44,-57.4,Credit Card
504,2025-07-08,STARBUCKS COFFEE #123,-55.02,Credit Card
505,2025-06-04,APARTMENT RENT,-50.4,Credit Card
506,2025-11-23,DUNKIN DONUTS STORE 44,-85.46,Credit Card
507,2025-06-11,DUNKIN DONUTS STORE 44,-78.32,Checking
508,2025-02-06,AMAZON MKTPLACE,-10.49,Checking
509,2025-05-30,NETFLIX.COM,-85.96,Credit Card
510,2025-11-23,STARBUCKS COFFEE #123,-79.79,Checking
511,2025-09-13,SALARY DEPOSIT,-56.82,Checking
512,2025-04-30,DUNKIN DONUTS STORE 44,-32.56,Checking
513,2025-02-19,APARTMENT RENT,-66.88,Checking
514,2025-05-08,STARBUCKS COFFEE #123,-11.83,Credit Card
515,2025-05-04,AMAZON MKTPLACE,-68.66,Checking
516,2025-08-26,NETFLIX.COM,-39.28,Checking
517,2025-06-17,NETFLIX.COM,-73.17,Checking
518,2025-05-29,NETFLIX.COM,-13.06,Credit Card
519,2025-11-05,AMAZON MKTPLACE,-9.92,Checking
520,2025-08-27,APARTMENT RENT,-7.36,Checking
521,2025-07-21,WALMART GROCERY,-70.67,Checking
522,2025-02-07,STARBUCKS COFFEE #123,-27.61,Credit Card
523,2025-11-20,NETFLIX.COM,-29.96,Credit Card
524,2025-10-04,WALMART GROCERY,-56.51,Checking
525,2025-07-09,NETFLIX.COM,-37.03,Credit Card
526,2025-11-29,WALMART GROCERY,-29.14,Credit Card
527,2025-05-31,SALARY DEPOSIT,-69.33,Checking
528,2025-08-26,DUNKIN DONUTS STORE 44,-91.48,Checking
529,2025-12-17,STARBUCKS COFFEE #123,-77.61,Credit Card
530,2025-11-05,DUNKIN DONUTS STORE 44,-11.17,Credit Card
531,2025-03-13,SALARY DEPOSIT,-43.67,Checking
532,2025-04-05,AMAZON MKTPLACE,-24.31,Credit Card
533,2025-02-01,AMAZON MKTPLACE,-73.33,Checking
534,2025-12-23,STARBUCKS COFFEE #123,-66.6,Checking
535,2025-12-03,WALMART GROCERY,-29.84,Checking
536,2025-07-26,STARBUCKS COFFEE #123,-99.88,Credit Card
537,2025-04-09,NETFLIX.COM,-18.77,Credit Card
538,2025-09-26,AMAZON MKTPLACE,-27.61,Checking
539,2025-09-07,WALMART GROCERY,-81.3,Credit Card
540,2025-01-24,APARTMENT RENT,-19.6,Checking
541,2025-10-29,NETFLIX.COM,-79.13,Credit Card
542,2025-05-10,NETFLIX.COM,-58.42,Credit Card
543,2025-07-18,SALARY DEPOSIT,-54.7,Credit Card
544,2025-08-05,SALARY DEPOSIT,-73.58,Checking
545,2025-07-16,NETFLIX.COM,-70.43,Credit Card
546,2025-10-21,DUNKIN DONUTS STORE 44,-68.64,Checking
547,2025-05-04,WALMART GROCERY,-39.91,Credit Card
548,2025-10-13,APARTMENT RENT,-33.9,Checking
549,2025-05-02,DUNKIN DONUTS STORE 44,-74.29,Credit Card
550,2025-04-08,WALMART GROCERY,-13.79,Checking
551,2025-12-04,AMAZON MKTPLACE,-75.72,Checking
552,2025-01-01,WALMART GROCERY,-99.78,Credit Card
553,2025-04-04,STARBUCKS COFFEE #123,-14.52,Credit Card
554,2025-12-03,APARTMENT RENT,-51.35,Checking
555,2025-01-02,STARBUCKS COFFEE #123,-48.72,Credit Card
556,2025-12-11,SALARY DEPOSIT,-51.22,Credit Card
557,2025-07-31,APARTMENT RENT,-31.39,Credit Card
558,2025-02-23,SALARY DEPOSIT,-91.35,Credit Card
559,2025-09-13,DUNKIN DONUTS STORE 44,-61.43,Credit Card
560,2025-02-01,NETFLIX.COM,-74.28,Credit Card
561,2025-04-15,DUNKIN DONUTS STORE 44,-29.18,Checking
562,2025-09-28,SALARY DEPOSIT,-9.79,Credit Card
563,2025-01-21,AMAZON MKTPLACE,-73.24,Credit Card
564,2025-09-06,AMAZON MKTPLACE,-45.39,Credit Card
565,2025-01-18,DUNKIN DONUTS STORE 44,-52.16,Checking
566,2025-06-23,AMAZON MKTPLACE,-94.73,Checking
567,2025-08-05,STARBUCKS COFFEE #123,-83.91,Credit Card
568,2025-02-16,SALARY DEPOSIT,-40.9,Credit Card
569,2025-12-14,NETFLIX.COM,-72.41,Credit Card
570,2025-05-23,WALMART GROCERY,-51.59,Credit Card
571,2025-06-23,SALARY DEPOSIT,-82.43,Checking
572,2025-04-23,AMAZON MKTPLACE,-85.89,Checking
573,2025-08-20,DUNKIN DONUTS STORE 44,-25.52,Checking
574,2025-04-30,WALMART GROCERY,-42.29,Checking
575,2025-09-10,SALARY DEPOSIT,-34.14,Checking
576,2025-12-27,STARBUCKS COFFEE #123,-26.31,Credit Card
577,2025-09-29,APARTMENT RENT,-65.39,Checking
578,2025-05-30,AMAZON MKTPLACE,-62.08,Checking
579,2025-11-23,NETFLIX.COM,-35.86,Checking
580,2025-02-25,APARTMENT RENT,-62.75,Checking
581,2025-09-07,STARBUCKS COFFEE #123,-29.39,Checking
582,2025-01-16,WALMART GROCERY,-26.7,Checking
583,2025-07-15,NETFLIX.COM,-29.93,Credit Card
584,2025-04-20,SALARY DEPOSIT,-23.95,Checking
585,2025-04-11,STARBUCKS COFFEE #123,-84.84,Credit Card
586,2025-06-24,WALMART GROCERY,-64.01,Credit Card
587,2025-05-19,WALMART GROCERY,-69.24,Credit Card
588,2025-12-08,DUNKIN DONUTS STORE 44,-55.67,Checking
589,2025-01-25,STARBUCKS COFFEE #123,-60.63,Credit Card
590,2025-03-01,APARTMENT RENT,-81.86,Checking
591,2025-01-01,SALARY DEPOSIT,-39.64,Checking
592,2025-09-07,APARTMENT RENT,-33.26,Checking
593,2025-07-01,WALMART GROCERY,-57.59,Checking
594,2025-08-09,NETFLIX.COM,-73.51,Credit Card
595,2025-03-05,AMAZON MKTPLACE,-56.1,Checking
596,2025-08-07,AMAZON MKTPLACE,-86.29,Checking
597,2025-08-27,APARTMENT RENT,-45.76,Checking
598,2025-11-18,SALARY DEPOSIT,-84.5,Checking
599,2025-10-14,APARTMENT RENT,-62.91,Checking
600,2025-07-16,AMAZON MKTPLACE,-57.66,Checking
601,2025-05-26,WALMART GROCERY,-55.29,Checking
602,2025-11-23,SALARY DEPOSIT,-85.71,Checking
603,2025-01-09,STARBUCKS COFFEE #123,-68.48,Checking
604,2025-10-09,AMAZON MKTPLACE,-10.18,Credit Card
605,2025-01-06,APARTMENT RENT,-29.78,Checking
606,2025-08-06,WALMART GROCERY,-19.56,Credit Card
607,2025-02-06,DUNKIN DONUTS STORE 44,-9.53,Credit Card
608,2025-09-08,WALMART GROCERY,-29.32,Credit Card
609,2025-04-13,AMAZON MKTPLACE,-31.4,Credit Card
610,2025-09-28,NETFLIX.COM,-50.08,Credit Card
611,2025-05-15,APARTMENT RENT,-84.15,Checking
612,2025-01-17,DUNKIN DONUTS STORE 44,-11.36,Checking
613,2025-04-05,APARTMENT RENT,-63.26,Checking
614,2025-10-19,NETFLIX.COM,-6.54,Checking
615,2025-08-28,DUNKIN DONUTS STORE 44,-90.25,Checking
616,2025-02-13,AMAZON MKTPLACE,-83.67,Checking
617,2025-11-22,WALMART GROCERY,-69.19,Checking
618,2025-04-19,APARTMENT RENT,-23.97,Checking
619,2025-07-10,NETFLIX.COM,-23.8,Credit Card
620,2025-11-02,DUNKIN DONUTS STORE 44,-57.61,Credit Card
621,2025-10-26,WALMART GROCERY,-66.76,Checking
622,2025-02-27,WALMART GROCERY,-60.24,Checking
623,2025-10-05,APARTMENT RENT,-73.88,Checking
624,2025-01-28,WALMART GROCERY,-60.41,Checking
625,2025-05-23,AMAZON MKTPLACE,-96.9,Checking
626,2025-10-23,NETFLIX.COM,-34.18,Credit Card
627,2025-10-03,DUNKIN DONUTS STORE 44,-9.02,Checking
628,2025-11-23,APARTMENT RENT,-33.79,Credit Card
629,2025-04-26,NETFLIX.COM,-50.32,Checking
630,2025-01-07,APARTMENT RENT,-82.97,Checking
631,2025-03-16,NETFLIX.COM,-10.94,Checking
632,2025-08-03,SALARY DEPOSIT,-66.88,Checking
633,2025-05-17,STARBUCKS COFFEE #123,-26.0,Credit Card
634,2025-09-12,NETFLIX.COM,-30.03,Checking
635,2025-04-14,AMAZON MKTPLACE,-35.64,Checking
636,2025-08-24,STARBUCKS COFFEE #123,-15.97,Checking
637,2025-10-23,NETFLIX.COM,-89.58,Credit Card
638,2025-12-06,SALARY DEPOSIT,-5.89,Credit Card
639,2025-07-20,APARTMENT RENT,-54.22,Checking
640,2025-02-14,STARBUCKS COFFEE #123,-68.14,Credit Card
641,2025-01-16,AMAZON MKTPLACE,-31.77,Credit Card
642,2025-01-04,APARTMENT RENT,-99.05,Checking
643,2025-07-22,SALARY DEPOSIT,-37.46,Credit Card
644,2025-12-11,WALMART GROCERY,-55.5,Checking
645,2025-04-02,APARTMENT RENT,-25.83,Checking
646,2025-10-28,SALARY DEPOSIT,-57.67,Checking
647,2025-11-04,WALMART GROCERY,-25.73,Credit Card
648,2025-10-06,SALARY DEPOSIT,-9.14,Checking
649,2025-06-05,APARTMENT RENT,-26.25,Credit Card
650,2025-11-05,APARTMENT RENT,-12.8,Credit Card
651,2025-06-19,STARBUCKS COFFEE #123,-67.42,Checking
652,2025-08-06,STARBUCKS COFFEE #123,-67.4,Checking
653,2025-06-14,SALARY DEPOSIT,-53.66,Credit Card
654,2025-10-26,AMAZON MKTPLACE,-24.07,Checking
655,2025-03-03,AMAZON MKTPLACE,-88.63,Checking
656,2025-05-21,DUNKIN DONUTS STORE 44,-40.28,Credit Card
657,2025-08-14,SALARY DEPOSIT,-85.21,Credit Card
658,2025-05-16,AMAZON MKTPLACE,-83.3,Credit Card
659,2025-10-17,AMAZON MKTPLACE,-65.25,Checking
660,2025-06-05,AMAZON MKTPLACE,-56.85,Credit Card
661,2025-05-07,AMAZON MKTPLACE,-77.3,Credit Card
662,2025-05-13,NETFLIX.COM,-71.05,Credit Card
663,2025-05-05,DUNKIN DONUTS STORE 44,-14.26,Credit Card
664,2025-03-11,NETFLIX.COM,-76.91,Checking
665,2025-05-12,APARTMENT RENT,-75.32,Credit Card
666,2025-03-10,WALMART GROCERY,-98.87,Checking
667,2025-02-01,APARTMENT RENT,-58.4,Credit Card
668,2025-03-21,WALMART GROCERY,-87.87,Credit Card
669,2025-09-12,DUNKIN DONUTS STORE 44,-57.22,Credit Card
670,2025-05-05,STARBUCKS COFFEE #123,-52.53,Credit Card
671,2025-01-28,NETFLIX.COM,-66.27,Credit Card
672,2025-12-23,AMAZON MKTPLACE,-95.9,Credit Card
673,2025-04-03,STARBUCKS COFFEE #123,-59.65,Credit Card
674,2025-06-21,STARBUCKS COFFEE #123,-30.94,Credit Card
675,2025-01-02,APARTMENT RENT,-68.24,Checking
676,2025-02-02,AMAZON MKTPLACE,-68.02,Checking
677,2025-02-03,APARTMENT RENT,-84.83,Checking
678,2025-03-29,STARBUCKS COFFEE #123,-34.86,Credit Card
679,2025-06-27,STARBUCKS COFFEE #123,-25.23,Checking
680,2025-11-19,STARBUCKS COFFEE #123,-60.12,Checking
681,2025-09-27,AMAZON MKTPLACE,-23.6,Checking
682,2025-02-07,WALMART GROCERY,-18.4,Credit Card
683,2025-02-06,AMAZON MKTPLACE,-65.01,Checking
684,2025-10-15,AMAZON MKTPLACE,-93.81,Checking
685,2025-04-01,STARBUCKS COFFEE #123,-35.87,Checking
686,2025-08-19,AMAZON MKTPLACE,-58.21,Checking
687,2025-04-01,DUNKIN DONUTS STORE 44,-94.41,Checking
688,2025-07-02,AMAZON MKTPLACE,-31.19,Credit Card
689,2025-10-08,AMAZON MKTPLACE,-74.24,Checking
690,2025-08-22,AMAZON MKTPLACE,-24.95,Credit Card
691,2025-12-27,WALMART GROCERY,-40.32,Credit Card
692,2025-09-23,DUNKIN DONUTS STORE 44,-35.82,Credit Card
693,2025-04-24,WALMART GROCERY,-8.39,Checking
694,2025-07-16,NETFLIX.COM,-12.37,Credit Card
695,2025-08-13,AMAZON MKTPLACE,-22.75,Checking
696,2025-06-19,DUNKIN DONUTS STORE 44,-52.68,Checking
697,2025-04-11,STARBUCKS COFFEE #123,-33.26,Checking
698,2025-07-07,WALMART GROCERY,-27.99,Checking
699,2025-11-11,DUNKIN DONUTS STORE 44,-31.69,Credit Card
700,2025-01-18,SALARY DEPOSIT,-36.33,Credit Card
701,2025-10-07,SALARY DEPOSIT,-38.56,Credit Card
702,2025-05-09,SALARY DEPOSIT,-15.04,Checking
703,2025-09-01,DUNKIN DONUTS STORE 44,-87.57,Credit Card
704,2025-03-13,APARTMENT RENT,-18.51,Credit Card
705,2025-10-12,NETFLIX.COM,-39.05,Checking
706,2025-02-12,STARBUCKS COFFEE #123,-44.96,Checking
707,2025-12-14,STARBUCKS COFFEE #123,-68.6,Checking
708,2025-03-26,WALMART GROCERY,-99.55,Checking
709,2025-10-12,AMAZON MKTPLACE,-75.63,Checking
710,2025-03-23,AMAZON MKTPLACE,-18.03,Checking
711,2025-12-21,WALMART GROCERY,-36.32,Credit Card
712,2025-09-06,STARBUCKS COFFEE #123,-20.04,Credit Card
713,2025-10-15,NETFLIX.COM,-51.77,Credit Card
714,2025-06-29,DUNKIN DONUTS STORE 44,-60.48,Checking
715,2025-06-28,AMAZON MKTPLACE,-91.63,Credit Card
716,2025-03-03,DUNKIN DONUTS STORE 44,-69.87,Credit Card
717,2025-12-27,DUNKIN DONUTS STORE 44,-12.45,Checking
718,2025-06-17,NETFLIX.COM,-82.35,Credit Card
719,2025-03-01,DUNKIN DONUTS STORE 44,-86.24,Checking
720,2025-06-12,AMAZON MKTPLACE,-97.88,Credit Card
721,2025-10-18,AMAZON MKTPLACE,-90.3,Checking
722,2025-07-21,DUNKIN DONUTS STORE 44,-86.85,Checking
723,2025-11-08,APARTMENT RENT,-52.3,Credit Card
724,2025-07-14,NETFLIX.COM,-39.44,Checking
725,2025-03-12,DUNKIN DONUTS STORE 44,-6.66,Credit Card
726,2025-05-29,AMAZON MKTPLACE,-97.64,Credit Card
727,2025-09-25,DUNKIN DONUTS STORE 44,-87.32,Checking
728,2025-04-23,DUNKIN DONUTS STORE 44,-74.48,Checking
729,2025-05-08,WALMART GROCERY,-68.87,Credit Card
730,2025-05-19,DUNKIN DONUTS STORE 44,-49.31,Credit Card
731,2025-05-08,STARBUCKS COFFEE #123,-64.2,Credit Card
732,2025-08-14,STARBUCKS COFFEE #123,-68.35,Checking
733,2025-09-25,AMAZON MKTPLACE,-66.31,Checking
734,2025-03-21,APARTMENT RENT,-75.84,Credit Card
735,2025-09-12,APARTMENT RENT,-6.2,Checking
736,2025-07-12,WALMART GROCERY,-68.99,Credit Card
737,2025-09-23,WALMART GROCERY,-37.61,Checking
738,2025-08-26,WALMART GROCERY,-61.54,Credit Card
739,2025-06-28,WALMART GROCERY,-58.2,Credit Card
740,2025-12-11,NETFLIX.COM,-66.35,Checking
741,2025-06-17,WALMART GROCERY,-85.11,Credit Card
742,2025-03-17,NETFLIX.COM,-88.11,Credit Card
743,2025-03-09,APARTMENT RENT,-76.62,Checking
744,2025-10-27,WALMART GROCERY,-43.18,Credit Card
745,2025-01-03,SALARY DEPOSIT,-87.75,Checking
746,2025-01-28,WALMART GROCERY,-94.23,Checking
747,2025-08-14,DUNKIN DONUTS STORE 44,-53.87,Credit Card
748,2025-07-10,AMAZON MKTPLACE,-24.46,Checking
749,2025-12-24,APARTMENT RENT,-31.49,Checking
750,2025-11-21,WALMART GROCERY,-48.91,Checking
751,2025-03-03,WALMART GROCERY,-78.23,Checking
752,2025-07-05,STARBUCKS COFFEE #123,-77.68,Checking
753,2025-12-15,WALMART GROCERY,-63.0,Credit Card
754,2025-04-16,NETFLIX.COM,-63.89,Credit Card
755,2025-11-13,AMAZON MKTPLACE,-35.21,Checking
756,2025-06-28,WALMART GROCERY,-71.78,Checking
757,2025-01-24,NETFLIX.COM,-44.41,Credit Card
758,2025-10-02,WALMART GROCERY,-65.7,Checking
759,2025-06-13,APARTMENT RENT,-13.99,Credit Card
760,2025-12-12,AMAZON MKTPLACE,-67.56,Credit Card
761,2025-07-29,APARTMENT RENT,-87.65,Credit Card
762,2025-06-02,DUNKIN DONUTS STORE 44,-34.88,Credit Card
763,2025-12-28,APARTMENT RENT,-39.75,Checking
764,2025-03-25,SALARY DEPOSIT,-72.15,Credit Card
765,2025-12-11,DUNKIN DONUTS STORE 44,-23.7,Credit Card
766,2025-09-01,APARTMENT RENT,-23.08,Credit Card
767,2025-04-18,SALARY DEPOSIT,-6.13,Checking
768,2025-08-26,STARBUCKS COFFEE #123,-95.01,Checking
769,2025-03-15,STARBUCKS COFFEE #123,-26.46,Credit Card
770,2025-08-17,AMAZON MKTPLACE,-27.53,Checking
771,2025-06-15,DUNKIN DONUTS STORE 44,-62.07,Checking
772,2025-07-04,DUNKIN DONUTS STORE 44,-98.37,Credit Card
773,2025-06-01,NETFLIX.COM,-15.16,Checking
774,2025-08-14,APARTMENT RENT,-13.45,Credit Card
775,2025-04-26,SALARY DEPOSIT,-70.62,Credit Card
776,2025-03-06,NETFLIX.COM,-13.72,Credit Card
777,2025-05-26,DUNKIN DONUTS STORE 44,-59.43,Credit Card
778,2025-02-22,AMAZON MKTPLACE,-40.74,Checking
779,2025-02-14,NETFLIX.COM,-11.79,Credit Card
780,2025-02-26,AMAZON MKTPLACE,-64.7,Credit Card
781,2025-10-19,SALARY DEPOSIT,-7.36,Checking
782,2025-02-07,APARTMENT RENT,-61.47,Checking
783,2025-11-21,SALARY DEPOSIT,-88.65,Credit Card
784,2025-04-02,NETFLIX.COM,-96.96,Checking
785,2025-01-02,AMAZON MKTPLACE,-25.56,Checking
786,2025-10-23,SALARY DEPOSIT,-62.69,Checking
787,2025-02-25,STARBUCKS COFFEE #123,-26.85,Checking
788,2025-01-26,APARTMENT RENT,-41.61,Credit Card
789,2025-09-10,DUNKIN DONUTS STORE 44,-51.42,Credit Card
790,2025-10-18,AMAZON MKTPLACE,-61.34,Credit Card
791,2025-10-19,APARTMENT RENT,-24.81,Credit Card
792,2025-08-10,AMAZON MKTPLACE,-48.95,Credit Card
793,2025-08-15,AMAZON MKTPLACE,-80.81,Checking
794,2025-09-11,DUNKIN DONUTS STORE 44,-20.67,Checking
795,2025-10-03,SALARY DEPOSIT,-57.29,Credit Card
796,2025-11-08,WALMART GROCERY,-24.75,Credit Card
797,2025-03-08,NETFLIX.COM,-24.53,Checking
798,2025-11-06,DUNKIN DONUTS STORE 44,-50.39,Credit Card
799,2025-09-11,AMAZON MKTPLACE,-72.38,Credit Card
800,2025-10-11,STARBUCKS COFFEE #123,-58.44,Credit Card
801,2025-10-10,DUNKIN DONUTS STORE 44,-99.34,Checking
802,2025-08-08,WALMART GROCERY,-83.27,Checking
803,2025-11-13,AMAZON MKTPLACE,-88.63,Checking
804,2025-04-16,STARBUCKS COFFEE #123,-11.32,Credit Card
805,2025-12-15,APARTMENT RENT,-96.72,Checking
806,2025-12-02,STARBUCKS COFFEE #123,-93.07,Credit Card
807,2025-08-02,WALMART GROCERY,-26.04,Checking
808,2025-09-29,STARBUCKS COFFEE #123,-12.02,Credit Card
809,2025-12-17,APARTMENT RENT,-80.14,Credit Card
810,2025-02-03,SALARY DEPOSIT,-88.47,Checking
811,2025-01-23,DUNKIN DONUTS STORE 44,-52.59,Credit Card
812,2025-05-11,NETFLIX.COM,-73.1,Checking
813,2025-02-20,STARBUCKS COFFEE #123,-93.97,Credit Card
814,2025-04-03,WALMART GROCERY,-75.7,Credit Card
815,2025-08-02,NETFLIX.COM,-12.17,Credit Card
816,2025-06-13,SALARY DEPOSIT,-42.64,Checking
817,2025-08-08,WALMART GROCERY,-19.96,Credit Card
818,2025-04-06,SALARY DEPOSIT,-25.3,Credit Card
819,2025-02-14,WALMART GROCERY,-79.79,Checking
820,2025-09-12,DUNKIN DONUTS STORE 44,-6.42,Credit Card
821,2025-10-22,NETFLIX.COM,-26.94,Checking
822,2025-07-26,STARBUCKS COFFEE #123,-75.47,Credit Card
823,2025-01-10,STARBUCKS COFFEE #123,-19.91,Checking
824,2025-07-08,AMAZON MKTPLACE,-74.69,Credit Card
825,2025-08-09,AMAZON MKTPLACE,-37.9,Credit Card
826,2025-06-27,DUNKIN DONUTS STORE 44,-19.71,Credit Card
827,2025-11-24,DUNKIN DONUTS STORE 44,-36.69,Credit Card
828,2025-05-05,SALARY DEPOSIT,-79.59,Checking
829,2025-01-14,STARBUCKS COFFEE #123,-82.46,Credit Card
830,2025-07-11,SALARY DEPOSIT,-32.12,Credit Card
831,2025-11-29,DUNKIN DONUTS STORE 44,-20.65,Credit Card
832,2025-10-11,AMAZON MKTPLACE,-47.72,Credit Card
833,2025-01-03,NETFLIX.COM,-5.83,Credit Card
834,2025-03-29,DUNKIN DONUTS STORE 44,-38.74,Credit Card
835,2025-09-10,AMAZON MKTPLACE,-39.23,Checking
836,2025-06-18,STARBUCKS COFFEE #123,-37.91,Credit Card
837,2025-07-20,NETFLIX.COM,-12.35,Credit Card
838,2025-03-01,DUNKIN DONUTS STORE 44,-98.63,Checking
839,2025-07-27,APARTMENT RENT,-53.18,Credit Card
840,2025-07-11,WALMART GROCERY,-57.37,Checking
841,2025-12-28,DUNKIN DONUTS STORE 44,-15.64,Checking
842,2025-06-09,NETFLIX.COM,-81.85,Credit Card
843,2025-03-25,SALARY DEPOSIT,-14.52,Credit Card
844,2025-12-23,STARBUCKS COFFEE #123,-70.01,Credit Card
845,2025-10-03,WALMART GROCERY,-48.97,Checking
846,2025-02-27,AMAZON MKTPLACE,-16.27,Checking
847,2025-08-12,NETFLIX.COM,-25.65,Checking
848,2025-11-10,DUNKIN DONUTS STORE 44,-21.07,Checking
849,2025-07-25,SALARY DEPOSIT,-10.03,Credit Card
850,2025-01-19,STARBUCKS COFFEE #123,-72.42,Credit Card
851,2025-11-04,DUNKIN DONUTS STORE 44,-36.14,Credit Card
852,2025-06-05,SALARY DEPOSIT,-63.11,Credit Card
853,2025-01-23,DUNKIN DONUTS STORE 44,-17.27,Credit Card
854,2025-10-22,NETFLIX.COM,-55.26,Checking
855,2025-04-30,NETFLIX.COM,-49.34,Checking
856,2025-03-07,SALARY DEPOSIT,-31.33,Credit Card
857,2025-10-31,SALARY DEPOSIT,-55.22,Credit Card
858,2025-10-07,NETFLIX.COM,-72.78,Credit Card
859,2025-09-04,NETFLIX.COM,-40.62,Checking
860,2025-03-02,STARBUCKS COFFEE #123,-96.18,Credit Card
861,2025-12-19,WALMART GROCERY,-6.02,Credit Card
862,2025-04-25,APARTMENT RENT,-73.16,Credit Card
863,2025-01-08,STARBUCKS COFFEE #123,-19.38,Checking
864,2025-01-25,DUNKIN DONUTS STORE 44,-69.05,Credit Card
865,2025-06-22,AMAZON MKTPLACE,-68.81,Credit Card
866,2025-06-17,APARTMENT RENT,-20.36,Checking
867,2025-10-21,SALARY DEPOSIT,-69.73,Checking
868,2025-01-17,SALARY DEPOSIT,-35.34,Checking
869,2025-06-10,AMAZON MKTPLACE,-93.67,Checking
870,2025-07-07,AMAZON MKTPLACE,-97.0,Credit Card
871,2025-08-18,WALMART GROCERY,-91.81,Checking
872,2025-09-07,NETFLIX.COM,-64.77,Credit Card
873,2025-11-26,SALARY DEPOSIT,-57.01,Credit Card
874,2025-07-21,AMAZON MKTPLACE,-43.06,Credit Card
875,2025-12-21,APARTMENT RENT,-54.75,Credit Card
876,2025-05-01,NETFLIX.COM,-31.82,Credit Card
877,2025-12-18,WALMART GROCERY,-75.09,Credit Card
878,2025-06-11,NETFLIX.COM,-63.21,Credit Card
879,2025-04-17,APARTMENT RENT,-22.11,Credit Card
880,2025-08-10,AMAZON MKTPLACE,-22.18,Credit Card
881,2025-02-19,WALMART GROCERY,-21.34,Credit Card
882,2025-11-25,DUNKIN DONUTS STORE 44,-75.87,Checking
883,2025-09-05,SALARY DEPOSIT,-25.23,Credit Card
884,2025-07-08,SALARY DEPOSIT,-71.45,Checking
885,2025-04-16,SALARY DEPOSIT,-72.65,Credit Card
886,2025-04-18,STARBUCKS COFFEE #123,-82.34,Checking
887,2025-01-29,APARTMENT RENT,-19.36,Checking
888,2025-11-12,WALMART GROCERY,-67.1,Credit Card
